source_id,ra,dec,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,phot_g_mean_mag,bp_rp,anomaly_score
4954021437888256,42.228272878099965,3.995843961968972,5.130774111364091,0.7351809,53.76209040807451,0.7373483,-56.073413971019306,0.78613883,20.351652,0.10777283,3.297596
9965015617089792,51.306023328506086,7.40374526510844,2.559240005005012,0.08082862,3.6378361549543197,0.085352845,-198.95217868222227,0.07481259,16.784502,1.8331013,3.2873304
2048493242810496,43.908783435630376,3.497435535939538,13.49826376754997,0.038490012,-83.41582064805976,0.045155454,-70.072213330233,0.030943055,12.963537,2.1827269,3.279966
7450638682485888,46.36606021910143,6.916561915084748,2.2590152659211062,1.1904249,61.42800723031502,1.5818259,-88.6148782971384,1.23662,20.659779,1.3091316,3.27857
4775252014535296,42.65910965309851,3.936711713358366,6.1409674979320785,0.23545828,13.25857537607337,0.21851712,45.345950644271106,0.22585633,18.610048,0.3114395,3.2618272
1268321022907264,44.30777209360578,1.8809525492729866,20.69208036936749,0.118514515,100.38169055659466,0.109033905,-99.30982581190028,0.1026466,17.258162,0.6621723,3.250077
1719636187446528,44.91360811698265,2.774670658879586,-1.713921196283157,1.4583373,30.883222452852763,1.207654,-82.30070182827222,0.97651637,20.613071,1.5966969,3.2163854
1261796967786112,43.68908377736916,2.2649562577114772,11.78846928230527,0.023175227,-37.935022944359986,0.026119161,3.663208385197162,0.022468092,13.802598,2.3213587,3.2112901
1553614225692544,43.46263795346658,2.5109292046684297,12.141989987790488,0.1966983,-44.90713417286503,0.22540796,-30.845057113596237,0.18845665,15.921761,3.284871,3.2069123
3184666711033856,47.98078320355838,4.68570210245062,3.1134754868321686,0.1017561,176.57956899123786,0.103127725,-67.28633968817381,0.09278472,17.32152,1.9377899,3.206604
2942434850406528,48.97848586469497,4.428100277352232,1.9213769808835186,0.056578856,33.74965478041948,0.065343015,-137.64959078664455,0.062046155,16.630938,1.5161057,3.204625
6590988093375104,41.74330210122744,6.268215971606605,3.5472722537798913,0.10546538,91.36739196180956,0.12550984,-2.4242998544662857,0.103727564,17.475014,2.3362827,3.2015042
2098594035920512,44.10939698437503,3.8772457794148285,3.9084154758631673,0.024357678,146.43313975770852,0.024511447,-175.51935067634207,0.021523796,12.973154,0.9878626,3.1904552
7919301218776320,44.06592767446978,6.4076966227730106,1.1745012090339393,0.5298224,86.61728892792829,0.5373504,-13.267989265201269,0.58639395,19.841911,1.5535202,3.1728733
444786813276672,44.788590517712606,1.479304459029747,10.546997003453741,0.94937015,-11.793155549264673,0.9799374,-29.553482098919584,0.868554,20.345688,2.6012402,3.15758
6407919408572032,42.626079981483564,5.9030098769685235,2.500204082695721,1.2734421,96.59528269410012,1.6827536,8.190771081514518,1.4473999,20.633884,2.4103546,3.155917
